,Delhi,Mumbai,Chennai,Kolkata,mean_price,Delhi_pc,Mumbai_pc,Chennai_pc,Kolkata_pc,mean_price_pc,Price,INR,rup_lit_crude,int_pc,rup_lit_crude_pc
2021-02-16,89.29,95.75,91.45,90.54,91.75750000000001,36.36,24.84,34.45,33.09,31.92,63.96,72.82,29.29287547169811,39.96,58.18
2021-02-15,88.99,95.46,91.19,90.25,91.4725,35.9,24.46,34.06,32.66,31.51,63.58,72.61,29.034866666666666,39.12,56.79
2021-02-12,88.14,94.64,90.44,89.44,90.665,34.61,23.39,32.96,31.47,30.35,62.47,72.58,28.516179874213837,36.7,53.99
2021-02-11,87.85,94.36,90.18,89.16,90.38749999999999,34.16,23.02,32.58,31.06,29.95,61.09,72.78,27.963083018867927,33.68,51.0
2021-02-10,87.6,94.12,89.96,88.92,90.15,33.78,22.71,32.26,30.71,29.61,61.17,72.83,28.018937735849057,33.85,51.3
2021-02-09,87.3,93.83,89.7,88.63,89.865,33.32,22.33,31.87,30.28,29.2,60.74,72.93,27.86017735849057,32.91,50.44
2021-02-08,86.95,93.49,89.39,88.3,89.5325,32.79,21.89,31.42,29.8,28.72,60.17,72.95,27.606298742138367,31.66,49.07
2021-02-05,86.95,93.49,89.39,88.3,89.5325,32.79,21.89,31.42,29.8,28.72,59.48,72.91,27.27475974842767,30.15,47.28
2021-02-04,86.65,93.2,89.13,88.01,89.2475,32.33,21.51,31.03,29.37,28.31,58.98,72.89,27.038064150943395,29.06,46.01
2021-02-03,86.3,92.86,88.82,87.69,88.9175,31.8,21.07,30.58,28.9,27.83,58.61,72.91,26.87581823899371,28.25,45.13
2021-02-02,86.3,92.86,88.82,87.69,88.9175,31.8,21.07,30.58,28.9,27.83,57.62,72.99,26.45084150943396,26.08,42.83
2021-02-01,86.3,92.86,88.82,87.69,88.9175,31.8,21.07,30.58,28.9,27.83,56.42,73.11,25.94255471698113,23.46,40.09
2021-01-29,86.3,92.86,88.82,87.69,88.9175,31.8,21.07,30.58,28.9,27.83,55.25,72.87,25.32117924528302,20.9,36.73
2021-01-28,86.3,92.86,88.82,87.69,88.9175,31.8,21.07,30.58,28.9,27.83,54.87,73.05,25.20914150943396,20.07,36.13
2021-01-27,86.3,92.86,88.82,87.69,88.9175,31.8,21.07,30.58,28.9,27.83,55.07,73.0,25.2837106918239,20.5,36.53
2021-01-26,86.05,92.62,88.6,87.45,88.67999999999999,31.41,20.76,30.26,28.55,27.49,55.26,72.93,25.346615094339622,20.92,36.87
2021-01-25,85.7,92.28,88.29,87.11,88.34500000000001,30.88,20.31,29.8,28.05,27.01,55.44,72.93,25.429177358490566,21.31,37.32
2021-01-22,85.45,92.04,88.07,86.87,88.1075,30.5,20.0,29.48,27.69,26.67,55.22,73.01,25.356051572327047,20.83,36.92
2021-01-21,85.2,91.8,87.85,86.63,87.87,30.12,19.69,29.15,27.34,26.33,55.68,72.97,25.553267924528303,21.84,37.99
2021-01-20,85.2,91.8,87.85,86.63,87.87,30.12,19.69,29.15,27.34,26.33,55.66,73.03,25.565093081761002,21.79,38.05
2021-01-19,85.2,91.8,87.85,86.63,87.87,30.12,19.69,29.15,27.34,26.33,55.38,73.16,25.48176603773585,21.18,37.6
2021-01-18,84.95,91.56,87.63,86.39,87.6325,29.73,19.37,28.83,26.99,25.99,54.21,73.31,24.994560377358493,18.62,34.97
2021-01-15,84.7,91.32,87.4,86.15,87.39249999999998,29.35,19.06,28.49,26.64,25.64,54.8,73.11,25.19766037735849,19.91,36.07
2021-01-14,84.7,91.32,87.4,86.15,87.39249999999998,29.35,19.06,28.49,26.64,25.64,55.76,73.13,25.646093081761002,22.01,38.49
2021-01-13,84.45,91.07,87.18,85.92,87.155,28.97,18.74,28.17,26.3,25.3,55.52,73.16,25.546183647798742,21.49,37.95
2021-01-12,84.2,90.83,86.96,85.68,86.9175,28.59,18.42,27.84,25.94,24.96,55.98,73.26,25.793049056603774,22.49,39.28
2021-01-11,84.2,90.83,86.96,85.68,86.9175,28.59,18.42,27.84,25.94,24.96,54.84,73.46,25.336769811320757,20.0,36.82
2021-01-08,84.2,90.83,86.96,85.68,86.9175,28.59,18.42,27.84,25.94,24.96,55.51,73.3,25.590459119496852,21.47,38.19
2021-01-07,84.2,90.83,86.96,85.68,86.9175,28.59,18.42,27.84,25.94,24.96,53.7,73.35,24.77292452830189,17.51,33.77
2021-01-06,83.97,90.6,86.75,85.44,86.69,28.24,18.12,27.54,25.59,24.63,53.8,73.11,24.73784905660377,17.72,33.58
2021-01-05,83.71,90.34,86.51,85.19,86.4375,27.84,17.78,27.18,25.22,24.27,53.16,73.24,24.487033962264146,16.32,32.23
2021-01-04,83.71,90.34,86.51,85.19,86.4375,27.84,17.78,27.18,25.22,24.27,50.37,73.02,23.132184905660374,10.22,24.91
2020-12-31,83.71,90.34,86.51,85.19,86.4375,27.84,17.78,27.18,25.22,24.27,51.22,73.07,23.538650314465407,12.08,27.11
2020-12-30,83.71,90.34,86.51,85.19,86.4375,27.84,17.78,27.18,25.22,24.27,50.74,73.19,23.356355974842767,11.03,26.12
2020-12-29,83.71,90.34,86.51,85.19,86.4375,27.84,17.78,27.18,25.22,24.27,50.44,73.37,23.27536352201258,10.37,25.69
2020-12-28,83.71,90.34,86.51,85.19,86.4375,27.84,17.78,27.18,25.22,24.27,50.88,73.5,23.52,11.33,27.01
2020-12-24,83.71,90.34,86.51,85.19,86.4375,27.84,17.78,27.18,25.22,24.27,50.88,73.55,23.535999999999998,11.33,27.09
2020-12-23,83.71,90.34,86.51,85.19,86.4375,27.84,17.78,27.18,25.22,24.27,51.05,73.81,23.698116352201257,11.71,27.97
2020-12-22,83.71,90.34,86.51,85.19,86.4375,27.84,17.78,27.18,25.22,24.27,49.88,73.86,23.170671698113207,9.15,25.12
2020-12-21,83.71,90.34,86.51,85.19,86.4375,27.84,17.78,27.18,25.22,24.27,50.61,74.04,23.567071698113207,10.74,27.26
2020-12-18,83.71,90.34,86.51,85.19,86.4375,27.84,17.78,27.18,25.22,24.27,52.17,73.51,24.119601886792456,14.16,30.25
2020-12-17,83.71,90.34,86.51,85.19,86.4375,27.84,17.78,27.18,25.22,24.27,51.2,73.59,23.69690566037736,12.04,27.96
2020-12-16,83.71,90.34,86.51,85.19,86.4375,27.84,17.78,27.18,25.22,24.27,50.83,73.65,23.54483962264151,11.23,27.14
2020-12-15,83.71,90.34,86.51,85.19,86.4375,27.84,17.78,27.18,25.22,24.27,50.77,73.59,23.497888679245285,11.09,26.89
2020-12-14,83.71,90.34,86.51,85.19,86.4375,27.84,17.78,27.18,25.22,24.27,50.27,73.55,23.253827044025158,10.0,25.57
2020-12-11,83.71,90.34,86.51,85.19,86.4375,27.84,17.78,27.18,25.22,24.27,50.01,73.78,23.205898113207546,9.43,25.31
2020-12-10,83.71,90.34,86.51,85.19,86.4375,27.84,17.78,27.18,25.22,24.27,50.33,73.67,23.319566666666667,10.13,25.93
2020-12-09,83.71,90.34,86.51,85.19,86.4375,27.84,17.78,27.18,25.22,24.27,48.81,73.67,22.6153,6.81,22.12
2020-12-08,83.71,90.34,86.51,85.19,86.4375,27.84,17.78,27.18,25.22,24.27,48.84,73.64,22.619984905660377,6.87,22.15
2020-12-07,83.71,90.34,86.51,85.19,86.4375,27.84,17.78,27.18,25.22,24.27,48.63,73.9,22.60224528301887,6.41,22.05
2020-12-04,82.86,89.52,85.76,84.37,85.6275,26.54,16.71,26.08,24.02,23.1,49.1,73.75,22.77437106918239,7.44,22.98
2020-12-03,82.66,89.33,85.59,84.18,85.44000000000001,26.24,16.47,25.83,23.74,22.83,48.37,73.83,22.46010754716981,5.84,21.28
2020-12-02,82.49,89.16,85.44,84.02,85.27749999999999,25.98,16.25,25.61,23.5,22.6,47.8,73.74,22.168377358490563,4.6,19.71
2020-12-01,82.34,89.02,85.31,83.87,85.135,25.75,16.06,25.42,23.28,22.4,47.03,73.66,21.787608805031446,2.91,17.65
2020-11-30,82.34,89.02,85.31,83.87,85.135,25.75,16.06,25.42,23.28,22.4,46.84,74.07,21.820369811320752,2.49,17.83
2020-11-27,81.89,88.58,84.91,83.44,84.705,25.06,15.49,24.83,22.65,21.78,46.88,74.07,21.839003773584906,2.58,17.93
2020-11-26,81.7,88.4,84.74,83.26,84.525,24.77,15.25,24.58,22.39,21.52,46.32,73.84,21.511124528301888,1.36,16.16
2020-11-25,81.59,88.29,84.64,83.15,84.41749999999999,24.6,15.11,24.43,22.23,21.36,47.3,73.89,21.981113207547168,3.5,18.7
2020-11-24,81.59,88.29,84.64,83.15,84.41749999999999,24.6,15.11,24.43,22.23,21.36,46.63,74.09,21.728406918238996,2.04,17.33
2020-11-23,81.53,88.23,84.59,83.1,84.3625,24.51,15.03,24.36,22.15,21.28,45.0,74.03,20.95188679245283,-1.53,13.14
2020-11-20,81.23,87.92,84.31,82.79,84.0625,24.05,14.63,23.95,21.7,20.85,43.79,74.13,20.41605471698113,-4.18,10.25
2020-11-19,81.06,87.74,84.14,82.59,83.8825,23.79,14.39,23.7,21.4,20.59,43.09,74.2,20.108666666666668,-5.71,8.59
2020-11-18,81.06,87.74,84.14,82.59,83.8825,23.79,14.39,23.7,21.4,20.59,42.91,74.16,20.013871698113206,-6.11,8.07
2020-11-17,81.06,87.74,84.14,82.59,83.8825,23.79,14.39,23.7,21.4,20.59,42.54,74.47,19.924237735849058,-6.91,7.59
2020-11-16,81.06,87.74,84.14,82.59,83.8825,23.79,14.39,23.7,21.4,20.59,42.71,74.45,19.998487421383647,-6.54,7.99
2020-11-13,81.06,87.74,84.14,82.59,83.8825,23.79,14.39,23.7,21.4,20.59,41.51,74.64,19.486203773584904,-9.17,5.23
2020-11-12,81.06,87.74,84.14,82.59,83.8825,23.79,14.39,23.7,21.4,20.59,42.16,74.69,19.804593710691822,-7.75,6.94
2020-11-11,81.06,87.74,84.14,82.59,83.8825,23.79,14.39,23.7,21.4,20.59,42.5,74.42,19.892138364779875,-7.0,7.42
2020-11-10,81.06,87.74,84.14,82.59,83.8825,23.79,14.39,23.7,21.4,20.59,42.25,74.24,19.727295597484275,-7.55,6.53
2020-11-09,81.06,87.74,84.14,82.59,83.8825,23.79,14.39,23.7,21.4,20.59,40.93,73.75,18.98482704402516,-10.44,2.52
2020-11-06,81.06,87.74,84.14,82.59,83.8825,23.79,14.39,23.7,21.4,20.59,38.08,74.14,17.756296855345912,-16.67,-4.12
2020-11-05,81.06,87.74,84.14,82.59,83.8825,23.79,14.39,23.7,21.4,20.59,39.47,74.01,18.372167924528302,-13.63,-0.79
2020-11-04,81.06,87.74,84.14,82.59,83.8825,23.79,14.39,23.7,21.4,20.59,39.68,74.39,18.56474968553459,-13.17,0.25
2020-11-03,81.06,87.74,84.14,82.59,83.8825,23.79,14.39,23.7,21.4,20.59,38.17,74.41,17.863079874213835,-16.48,-3.54
2020-11-02,81.06,87.74,84.14,82.59,83.8825,23.79,14.39,23.7,21.4,20.59,37.78,74.46,17.692445283018866,-17.33,-4.46
2020-10-30,81.06,87.74,84.14,82.59,83.8825,23.79,14.39,23.7,21.4,20.59,36.33,74.47,17.015692452830187,-20.5,-8.12
2020-10-28,81.06,87.74,84.14,82.59,83.8825,23.79,14.39,23.7,21.4,20.59,37.86,74.02,17.62513962264151,-17.16,-4.82
2020-10-27,81.06,87.74,84.14,82.59,83.8825,23.79,14.39,23.7,21.4,20.59,39.72,73.67,18.4036,-13.09,-0.62
2020-10-26,81.06,87.74,84.14,82.59,83.8825,23.79,14.39,23.7,21.4,20.59,39.06,74.07,18.196064150943396,-14.53,-1.74
2020-10-23,81.06,87.74,84.14,82.59,83.8825,23.79,14.39,23.7,21.4,20.59,40.71,73.65,18.85717924528302,-10.92,1.83
2020-10-22,81.06,87.74,84.14,82.59,83.8825,23.79,14.39,23.7,21.4,20.59,41.28,73.69,19.13159245283019,-9.67,3.31
2020-10-21,81.06,87.74,84.14,82.59,83.8825,23.79,14.39,23.7,21.4,20.59,40.09,73.72,18.587640251572328,-12.28,0.37
2020-10-20,81.06,87.74,84.14,82.59,83.8825,23.79,14.39,23.7,21.4,20.59,41.62,73.54,19.249904402515725,-8.93,3.95
2020-10-19,81.06,87.74,84.14,82.59,83.8825,23.79,14.39,23.7,21.4,20.59,41.29,73.31,19.037546540880506,-9.65,2.8
2020-10-16,81.06,87.74,84.14,82.59,83.8825,23.79,14.39,23.7,21.4,20.59,41.34,73.31,19.0606,-9.54,2.93
2020-10-15,81.06,87.74,84.14,82.59,83.8825,23.79,14.39,23.7,21.4,20.59,41.61,73.47,19.226960377358488,-8.95,3.83
2020-10-14,81.06,87.74,84.14,82.59,83.8825,23.79,14.39,23.7,21.4,20.59,41.81,73.28,19.26941383647799,-8.51,4.05
2020-10-13,81.06,87.74,84.14,82.59,83.8825,23.79,14.39,23.7,21.4,20.59,41.34,73.32,19.0632,-9.54,2.94
2020-10-12,81.06,87.74,84.14,82.59,83.8825,23.79,14.39,23.7,21.4,20.59,40.5,73.29,18.668207547169814,-11.38,0.81
2020-10-09,81.06,87.74,84.14,82.59,83.8825,23.79,14.39,23.7,21.4,20.59,41.63,73.08,19.134090566037738,-8.91,3.32
2020-10-08,81.06,87.74,84.14,82.59,83.8825,23.79,14.39,23.7,21.4,20.59,42.0,73.26,19.351698113207547,-8.1,4.5
2020-10-07,81.06,87.74,84.14,82.59,83.8825,23.79,14.39,23.7,21.4,20.59,40.62,73.29,18.72352075471698,-11.12,1.11
2020-10-06,81.06,87.74,84.14,82.59,83.8825,23.79,14.39,23.7,21.4,20.59,41.27,73.4,19.051685534591197,-9.69,2.88
2020-10-05,81.06,87.74,84.14,82.59,83.8825,23.79,14.39,23.7,21.4,20.59,39.78,73.15,18.301301886792455,-12.95,-1.17
2020-10-02,81.06,87.74,84.14,82.59,83.8825,23.79,14.39,23.7,21.4,20.59,38.0,73.35,17.53018867924528,-16.85,-5.34
2020-10-01,81.06,87.74,84.14,82.59,83.8825,23.79,14.39,23.7,21.4,20.59,39.75,73.03,18.2575,-13.02,-1.41
2020-09-30,81.06,87.74,84.14,82.59,83.8825,23.79,14.39,23.7,21.4,20.59,40.3,73.71,18.682471698113204,-11.82,0.89
2020-09-29,81.06,87.74,84.14,82.59,83.8825,23.79,14.39,23.7,21.4,20.59,40.33,73.73,18.70145220125786,-11.75,0.99
2020-09-28,81.06,87.74,84.14,82.59,83.8825,23.79,14.39,23.7,21.4,20.59,41.59,73.72,19.283111949685534,-8.99,4.13
2020-09-25,81.06,87.74,84.14,82.59,83.8825,23.79,14.39,23.7,21.4,20.59,40.91,73.68,18.95753962264151,-10.48,2.37
2020-09-24,81.06,87.74,84.14,82.59,83.8825,23.79,14.39,23.7,21.4,20.59,41.24,73.95,19.180490566037736,-9.76,3.57
2020-09-23,81.06,87.74,84.14,82.59,83.8825,23.79,14.39,23.7,21.4,20.59,41.09,73.54,19.004771069182393,-10.09,2.63
2020-09-22,81.06,87.74,84.14,82.59,83.8825,23.79,14.39,23.7,21.4,20.59,40.84,73.48,18.873730817610063,-10.63,1.92
2020-09-21,81.14,87.82,84.21,82.67,83.96,23.92,14.5,23.8,21.52,20.71,40.37,73.55,18.67429874213836,-11.66,0.84
2020-09-18,81.14,87.82,84.21,82.67,83.96,23.92,14.5,23.8,21.52,20.71,42.16,73.54,19.499662893081762,-7.75,5.3
2020-09-17,81.4,88.07,84.44,82.92,84.2075,24.31,14.82,24.14,21.89,21.06,42.35,73.63,19.611512578616352,-7.33,5.9
2020-09-16,81.55,88.21,84.57,83.06,84.3475,24.54,15.01,24.33,22.09,21.26,41.23,73.52,19.064337106918234,-9.78,2.95
2020-09-15,81.55,88.21,84.57,83.06,84.3475,24.54,15.01,24.33,22.09,21.26,39.54,73.6,18.302792452830186,-13.48,-1.17
2020-09-14,81.72,88.38,84.72,83.23,84.5125,24.8,15.23,24.55,22.34,21.5,38.57,73.54,17.839231446540882,-15.6,-3.67
2020-09-11,81.99,88.64,84.96,83.49,84.77,25.21,15.57,24.9,22.73,21.87,38.8,73.6,17.960251572327042,-15.1,-3.01
2020-09-10,81.99,88.64,84.96,83.49,84.77,25.21,15.57,24.9,22.73,21.87,39.27,73.45,18.140764150943397,-14.07,-2.04
2020-09-09,82.08,88.73,85.04,83.57,84.855,25.35,15.68,25.02,22.84,21.99,39.98,73.56,18.49640754716981,-12.52,-0.12
2020-09-08,82.08,88.73,85.04,83.57,84.855,25.35,15.68,25.02,22.84,21.99,38.53,73.91,17.91039182389937,-15.69,-3.28
2020-09-07,82.08,88.73,85.04,83.57,84.855,25.35,15.68,25.02,22.84,21.99,40.67,73.45,18.787493710691827,-11.01,1.45
2020-09-04,82.08,88.73,85.04,83.57,84.855,25.35,15.68,25.02,22.84,21.99,41.1,73.2,18.921509433962264,-10.07,2.18
2020-09-03,82.08,88.73,85.04,83.57,84.855,25.35,15.68,25.02,22.84,21.99,42.72,73.53,19.755984905660377,-6.52,6.68
2020-09-01,82.08,88.73,85.04,83.57,84.855,25.35,15.68,25.02,22.84,21.99,45.72,72.92,20.96793962264151,0.04,13.23
2020-08-28,81.94,88.58,84.91,83.43,84.715,25.14,15.49,24.83,22.64,21.79,45.22,73.2,20.818264150943396,-1.05,12.42
2020-08-27,81.83,88.48,84.82,83.33,84.615,24.97,15.36,24.7,22.49,21.65,44.84,73.92,20.846369811320756,-1.88,12.57
2020-08-26,81.73,88.39,84.73,83.24,84.52250000000001,24.82,15.24,24.57,22.36,21.51,45.79,74.32,21.403225157232704,0.2,15.58
2020-08-25,81.73,88.39,84.73,83.24,84.52250000000001,24.82,15.24,24.57,22.36,21.51,46.01,74.25,21.48580188679245,0.68,16.02
2020-08-24,81.62,88.28,84.64,83.13,84.4175,24.65,15.1,24.43,22.2,21.36,44.43,74.09,20.703262264150947,-2.78,11.8
2020-08-21,81.19,87.87,84.26,82.72,84.00999999999999,23.99,14.56,23.88,21.59,20.78,43.94,74.94,20.70983396226415,-3.85,11.83
2020-08-20,81.0,87.68,84.09,82.53,83.825,23.7,14.32,23.63,21.31,20.51,44.56,75.1,21.046893081761006,-2.49,13.65
2020-08-19,80.9,87.58,83.99,82.43,83.72500000000001,23.55,14.19,23.48,21.17,20.37,45.21,74.85,21.28282075471698,-1.07,14.93
2020-08-18,80.9,87.58,83.99,82.43,83.72500000000001,23.55,14.19,23.48,21.17,20.37,45.34,74.65,21.28698742138365,-0.79,14.95
2020-08-17,80.73,87.45,83.87,82.3,83.5875,23.29,14.02,23.3,20.98,20.17,44.91,74.82,21.133120754716977,-1.73,14.12
2020-08-14,80.43,87.19,83.63,82.05,83.325,22.83,13.68,22.95,20.61,19.79,44.86,74.89,21.12934213836478,-1.84,14.1
2020-08-13,80.43,87.19,83.63,82.05,83.325,22.83,13.68,22.95,20.61,19.79,44.87,74.84,21.119942138364777,-1.82,14.05
2020-08-12,80.43,87.19,83.63,82.05,83.325,22.83,13.68,22.95,20.61,19.79,45.09,74.8,21.212150943396225,-1.33,14.55
2020-08-11,80.43,87.19,83.63,82.05,83.325,22.83,13.68,22.95,20.61,19.79,43.68,74.57,20.48564528301887,-4.42,10.62
2020-08-10,80.43,87.19,83.63,82.05,83.325,22.83,13.68,22.95,20.61,19.79,44.19,74.91,20.819326415094338,-3.3,12.42
2020-08-07,80.43,87.19,83.63,82.05,83.325,22.83,13.68,22.95,20.61,19.79,44.07,75.0,20.787735849056606,-3.57,12.25
2020-08-06,80.43,87.19,83.63,82.05,83.325,22.83,13.68,22.95,20.61,19.79,45.04,74.95,21.231119496855346,-1.44,14.65
2020-08-05,80.43,87.19,83.63,82.05,83.325,22.83,13.68,22.95,20.61,19.79,44.92,74.83,21.140651572327045,-1.71,14.16
2020-08-04,80.43,87.19,83.63,82.05,83.325,22.83,13.68,22.95,20.61,19.79,43.99,75.12,20.7832,-3.74,12.23
2020-08-03,80.43,87.19,83.63,82.05,83.325,22.83,13.68,22.95,20.61,19.79,43.76,75.2,20.696553459119496,-4.25,11.76
2020-07-31,80.43,87.19,83.63,82.1,83.3375,22.83,13.68,22.95,20.68,19.81,43.13,74.81,20.29280062893082,-5.62,9.58
2020-07-30,80.43,87.19,83.63,82.1,83.3375,22.83,13.68,22.95,20.68,19.81,42.98,74.89,20.243850314465405,-5.95,9.32
2020-07-29,80.43,87.19,83.63,82.1,83.3375,22.83,13.68,22.95,20.68,19.81,43.51,74.79,20.46611886792453,-4.79,10.52
2020-07-28,80.43,87.19,83.63,82.1,83.3375,22.83,13.68,22.95,20.68,19.81,43.11,74.86,20.296947169811318,-5.67,9.6
2020-07-27,80.43,87.19,83.63,82.1,83.3375,22.83,13.68,22.95,20.68,19.81,43.39,74.73,20.3933,-5.05,10.12
2020-07-24,80.43,87.19,83.63,82.1,83.3375,22.83,13.68,22.95,20.68,19.81,43.29,74.83,20.37352641509434,-5.27,10.02
2020-07-23,80.43,87.19,83.63,82.1,83.3375,22.83,13.68,22.95,20.68,19.81,42.96,74.84,20.220920754716982,-6.0,9.19
2020-07-22,80.43,87.19,83.63,82.1,83.3375,22.83,13.68,22.95,20.68,19.81,43.98,74.53,20.615279245283016,-3.76,11.32
2020-07-21,80.43,87.19,83.63,82.1,83.3375,22.83,13.68,22.95,20.68,19.81,44.31,74.61,20.79225849056604,-3.04,12.28
2020-07-20,80.43,87.19,83.63,82.1,83.3375,22.83,13.68,22.95,20.68,19.81,43.3,74.8,20.37006289308176,-5.25,10.0
2020-07-17,80.43,87.19,83.63,82.1,83.3375,22.83,13.68,22.95,20.68,19.81,43.53,74.96,20.5220679245283,-4.75,10.82
2020-07-16,80.43,87.19,83.63,82.1,83.3375,22.83,13.68,22.95,20.68,19.81,43.71,75.22,20.678403773584904,-4.35,11.66
2020-07-15,80.43,87.19,83.63,82.1,83.3375,22.83,13.68,22.95,20.68,19.81,43.96,75.12,20.76902641509434,-3.81,12.15
2020-07-14,80.43,87.19,83.63,82.1,83.3375,22.83,13.68,22.95,20.68,19.81,42.97,75.4,20.37696855345912,-5.97,10.04
2020-07-13,80.43,87.19,83.63,82.1,83.3375,22.83,13.68,22.95,20.68,19.81,42.85,75.22,20.271553459119495,-6.24,9.47
2020-07-10,80.43,87.19,83.63,82.1,83.3375,22.83,13.68,22.95,20.68,19.81,43.27,75.24,20.475690566037738,-5.32,10.57
2020-07-09,80.43,87.19,83.63,82.1,83.3375,22.83,13.68,22.95,20.68,19.81,42.35,74.98,19.971088050314467,-7.33,7.84
2020-07-08,80.43,87.19,83.63,82.1,83.3375,22.83,13.68,22.95,20.68,19.81,43.67,75.0,20.599056603773587,-4.44,11.23
2020-07-06,80.43,87.19,83.63,82.1,83.3375,22.83,13.68,22.95,20.68,19.81,42.73,74.57,20.04010125786163,-6.5,8.22
2020-07-03,80.43,87.19,83.63,82.1,83.3375,22.83,13.68,22.95,20.68,19.81,42.92,74.68,20.158903144654094,-6.08,8.86
2020-07-02,80.43,87.19,83.63,82.1,83.3375,22.83,13.68,22.95,20.68,19.81,43.19,74.74,20.302016352201257,-5.49,9.63
2020-07-01,80.43,87.19,83.63,82.1,83.3375,22.83,13.68,22.95,20.68,19.81,42.18,75.56,20.04478490566038,-7.7,8.24
2020-06-30,80.43,87.19,83.63,82.1,83.3375,22.83,13.68,22.95,20.68,19.81,41.64,75.57,19.790784905660377,-8.88,6.87
2020-06-29,80.43,87.19,83.63,82.1,83.3375,22.83,13.68,22.95,20.68,19.81,41.58,75.5,19.74396226415094,-9.02,6.62
2020-06-26,80.13,86.91,83.37,81.82,83.0575,22.37,13.31,22.57,20.27,19.41,40.97,75.65,19.492959119496856,-10.35,5.26
2020-06-25,79.92,86.7,83.18,81.61,82.8525,22.05,13.04,22.29,19.96,19.11,41.18,75.64,19.590284276729562,-9.89,5.79
2020-06-24,79.76,86.54,83.04,81.45,82.6975,21.81,12.83,22.08,19.73,18.89,40.4,75.65,19.22176100628931,-11.6,3.8
2020-06-23,79.76,86.54,83.04,81.45,82.6975,21.81,12.83,22.08,19.73,18.89,42.72,75.49,20.28259622641509,-6.52,9.53
2020-06-22,79.56,86.36,82.87,81.27,82.515,21.5,12.59,21.83,19.46,18.63,43.2,76.04,20.65992452830189,-5.47,11.56
2020-06-19,78.37,85.21,81.82,80.13,81.3825,19.69,11.1,20.29,17.79,17.0,42.33,76.14,20.270479245283017,-7.37,9.46
2020-06-18,77.81,84.66,81.32,79.59,80.845,18.83,10.38,19.55,16.99,16.23,41.75,76.34,20.045251572327043,-8.64,8.24
2020-06-17,77.28,84.15,80.86,79.08,80.3425,18.02,9.71,18.88,16.24,15.51,40.47,76.17,19.38742075471698,-11.44,4.69
2020-06-16,76.73,83.62,80.37,78.55,79.81750000000001,17.18,9.02,18.16,15.46,14.75,40.75,76.09,19.501053459119497,-10.83,5.31
2020-06-15,76.26,83.17,79.96,78.1,79.3725,16.46,8.44,17.55,14.8,14.11,39.44,76.0,18.85182389937107,-13.7,1.8
2020-06-12,74.57,81.53,78.47,76.48,77.7625,13.88,6.3,15.36,12.42,11.8,38.54,75.89,18.394972327044023,-15.67,-0.67
2020-06-11,74.0,80.98,77.96,75.94,77.22,13.01,5.58,14.61,11.63,11.02,37.76,75.83,18.008432704402516,-17.37,-2.75
2020-06-10,73.4,80.4,77.43,75.36,76.64750000000001,12.1,4.82,13.83,10.77,10.19,41.18,75.52,19.55920503144654,-9.89,5.62
2020-06-09,73.0,80.01,77.08,74.98,76.2675,11.48,4.32,13.32,10.22,9.65,40.45,75.53,19.215022012578615,-11.49,3.76
2020-06-08,72.46,79.49,76.6,74.46,75.7525,10.66,3.64,12.61,9.45,8.91,39.66,75.53,18.83974716981132,-13.22,1.73
2020-06-05,71.26,78.32,75.54,73.3,74.605,8.83,2.11,11.06,7.75,7.26,41.0,75.58,19.489182389937106,-10.28,5.24
2020-06-04,71.26,78.32,75.54,73.3,74.605,8.83,2.11,11.06,7.75,7.26,38.41,75.5,18.238710691823897,-15.95,-1.51
2020-06-03,71.26,78.32,75.54,73.3,74.605,8.83,2.11,11.06,7.75,7.26,37.98,75.49,18.032139622641505,-16.89,-2.63
2020-06-02,71.26,78.32,75.54,73.3,74.605,8.83,2.11,11.06,7.75,7.26,37.72,75.21,17.842271698113205,-17.46,-3.65
2020-06-01,71.26,78.32,75.54,73.3,74.605,8.83,2.11,11.06,7.75,7.26,36.74,75.51,17.44803396226415,-19.61,-5.78
2020-05-29,71.26,76.31,75.54,73.3,74.1025,8.83,-0.51,11.06,7.75,6.53,34.15,75.52,16.22017610062893,-25.27,-12.41
2020-05-28,71.26,76.31,75.54,73.3,74.1025,8.83,-0.51,11.06,7.75,6.53,33.98,75.77,16.192859119496852,-25.65,-12.56
2020-05-27,71.26,76.31,75.54,73.3,74.1025,8.83,-0.51,11.06,7.75,6.53,32.73,75.74,15.59100754716981,-28.38,-15.81
2020-05-26,71.26,76.31,75.54,73.3,74.1025,8.83,-0.51,11.06,7.75,6.53,33.95,75.56,16.133723270440253,-25.71,-12.88
2020-05-22,71.26,76.31,75.54,73.3,74.1025,8.83,-0.51,11.06,7.75,6.53,33.8,75.87,16.12833962264151,-26.04,-12.91
2020-05-21,71.26,76.31,75.54,73.3,74.1025,8.83,-0.51,11.06,7.75,6.53,34.78,75.5,16.51503144654088,-23.89,-10.82
2020-05-20,71.26,76.31,75.54,73.3,74.1025,8.83,-0.51,11.06,7.75,6.53,34.76,75.62,16.53176855345912,-23.94,-10.73
2020-05-19,71.26,76.31,75.54,73.3,74.1025,8.83,-0.51,11.06,7.75,6.53,33.06,75.67,15.733649056603776,-27.66,-15.04
2020-05-18,71.26,76.31,75.54,73.3,74.1025,8.83,-0.51,11.06,7.75,6.53,33.3,75.83,15.881377358490564,-27.13,-14.24
